TL, TR, BL, BR, time 
8406.00; 5590.00; 5105.00; 6546.00; 1467022923.37
8406.00; 5590.00; 5105.00; 6546.00; 1467022923.37
8409.00; 5592.00; 5097.00; 6542.00; 1467022923.37
8408.00; 5591.00; 5108.00; 6538.00; 1467022923.37
8408.00; 5591.00; 5108.00; 6538.00; 1467022923.37
8402.00; 5595.00; 5105.00; 6540.00; 1467022923.37
8402.00; 5595.00; 5105.00; 6540.00; 1467022923.37
8406.00; 5593.00; 5103.00; 6540.00; 1467022923.37
8406.00; 5596.00; 5100.00; 6543.00; 1467022923.37
8406.00; 5596.00; 5100.00; 6543.00; 1467022923.37
8401.00; 5591.00; 5101.00; 6539.00; 1467022923.37
8411.00; 5594.00; 5099.00; 6547.00; 1467022923.37
8411.00; 5594.00; 5099.00; 6547.00; 1467022923.37
8406.00; 5591.00; 5104.00; 6542.00; 1467022923.37
8406.00; 5591.00; 5104.00; 6542.00; 1467022923.37
8403.00; 5587.00; 5103.00; 6539.00; 1467022923.37
8408.00; 5586.00; 5098.00; 6536.00; 1467022923.37
8408.00; 5586.00; 5098.00; 6536.00; 1467022923.37
8412.00; 5593.00; 5098.00; 6546.00; 1467022923.37
8412.00; 5595.00; 5098.00; 6543.00; 1467022923.37
8412.00; 5595.00; 5098.00; 6543.00; 1467022923.37
8411.00; 5589.00; 5099.00; 6543.00; 1467022923.37
8411.00; 5589.00; 5099.00; 6543.00; 1467022923.37
8406.00; 5585.00; 5105.00; 6538.00; 1467022923.37
8408.00; 5588.00; 5103.00; 6548.00; 1467022923.37
8408.00; 5588.00; 5103.00; 6548.00; 1467022923.37
8405.00; 5591.00; 5103.00; 6544.00; 1467022923.37
8407.00; 5596.00; 5104.00; 6541.00; 1467022923.37
8407.00; 5596.00; 5104.00; 6541.00; 1467022923.37
8406.00; 5596.00; 5099.00; 6541.00; 1467022923.37
8406.00; 5596.00; 5099.00; 6541.00; 1467022923.37
8408.00; 5594.00; 5103.00; 6540.00; 1467022923.37
8408.00; 5592.00; 5103.00; 6542.00; 1467022923.37
8408.00; 5592.00; 5103.00; 6542.00; 1467022923.37
8406.00; 5588.00; 5103.00; 6542.00; 1467022923.37
8407.00; 5595.00; 5107.00; 6540.00; 1467022923.37
8407.00; 5595.00; 5107.00; 6540.00; 1467022923.37
8413.00; 5596.00; 5101.00; 6539.00; 1467022923.37
8413.00; 5596.00; 5101.00; 6539.00; 1467022923.37
8412.00; 5594.00; 5100.00; 6550.00; 1467022923.37
8405.00; 5592.00; 5103.00; 6543.00; 1467022923.37
8405.00; 5592.00; 5103.00; 6543.00; 1467022923.37
8406.00; 5590.00; 5102.00; 6539.00; 1467022923.37
8407.00; 5596.00; 5101.00; 6539.00; 1467022923.37
8407.00; 5596.00; 5101.00; 6539.00; 1467022923.37
8411.00; 5590.00; 5091.00; 6538.00; 1467022923.37
8411.00; 5590.00; 5091.00; 6538.00; 1467022923.37
8405.00; 5595.00; 5098.00; 6543.00; 1467022923.37
8404.00; 5587.00; 5099.00; 6539.00; 1467022923.37
8404.00; 5587.00; 5099.00; 6539.00; 1467022923.37
