# OpenSignals Text File Format
# {"00:07:80:3B:46:38": {"sensor": ["XYZ", "XYZ", "XYZ"], "device name": "00:07:80:3B:46:38", "column": ["nSeq", "DI", "x", "y", "z"], "sync interval": 2, "time": "16:15:7.569", "comments": "", "device connection": "BTH00:07:80:3B:46:38", "channels": [1, 2, 3], "date": "2016-6-30", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 100, "label": ["x", "y", "z"], "resolution": [16, 16, 16], "special": [{}, {}, {}]}}
# EndOfHeader
0	0	32596	28415	34341	
1	0	32760	28551	34458	
2	0	32774	28654	34710	
3	0	32976	28624	34792	
4	0	33056	28534	34576	
5	0	33092	28579	34652	
6	0	33210	28608	34778	
7	0	33016	28568	34759	
8	0	33048	28512	34722	
9	0	32980	28526	34573	
10	0	32978	28572	34586	
11	0	33040	28600	34788	
12	0	33018	28645	35200	
13	0	33040	28528	35171	
14	0	32987	28450	34886	
15	0	32972	28386	34908	
16	0	32988	28345	35012	
17	0	32966	28401	35064	
18	0	32952	28482	35037	
19	0	32836	28548	35008	
20	0	32804	28598	34951	
21	0	32738	28589	34808	
22	0	32708	28540	34677	
23	0	32723	28585	34698	
24	0	32738	28612	34823	
25	0	32860	28572	34944	
26	0	32956	28522	34912	
27	0	32980	28504	34850	
28	0	33064	28480	35038	
29	0	33112	28397	35291	
30	0	33088	28384	35314	
31	0	33146	28358	35369	
32	0	33100	28320	35501	
33	0	33264	28365	35660	
34	0	33138	28458	35643	
35	0	33196	28482	35557	
36	0	33224	28504	35455	
37	0	33210	28627	35250	
38	0	33296	28760	35030	
39	0	33194	28829	34922	
40	0	32903	28877	34823	
41	0	32762	28890	34851	
42	0	32706	28804	34930	
43	0	32802	28679	35004	
44	0	32904	28576	35207	
45	0	32898	28519	35316	
46	0	33004	28441	35271	
47	0	33097	28382	35429	
48	0	33202	28378	35584	
49	0	33108	28436	35485	
50	0	33145	28412	35545	
51	0	33160	28348	35705	
52	0	33148	28295	35784	
53	0	33330	28252	35903	
54	0	33184	28282	35803	
55	0	33328	28258	35743	
56	0	33325	28247	35734	
57	0	33280	28295	35716	
58	0	33322	28332	35655	
59	0	33324	28328	35600	
60	0	33232	28372	35559	
61	0	33186	28404	35527	
62	0	33172	28480	35446	
63	0	33234	28487	35319	
64	0	33287	28560	35216	
65	0	33164	28595	35072	
66	0	33220	28620	35015	
67	0	33241	28650	34997	
68	0	33235	28670	34962	
69	0	33108	28655	34944	
70	0	33121	28604	34990	
71	0	33204	28594	35033	
72	0	33152	28600	35071	
73	0	33048	28640	34972	
74	0	32968	28615	35015	
75	0	32848	28587	35060	
76	0	32740	28553	35096	
77	0	32804	28572	35117	
78	0	32792	28602	35074	
79	0	32914	28574	35102	
80	0	33080	28550	35190	
81	0	33032	28512	35188	
82	0	32968	28487	35238	
83	0	32948	28487	35328	
84	0	32878	28480	35270	
85	0	32824	28486	35275	
86	0	32976	28517	35353	
87	0	32971	28533	35194	
88	0	32952	28545	35216	
89	0	32906	28569	35234	
90	0	33024	28583	35224	
91	0	33060	28595	35206	
92	0	33060	28633	35175	
93	0	33088	28651	35152	
94	0	33104	28627	35172	
95	0	33209	28541	35290	
96	0	33168	28530	35318	
97	0	33088	28542	35286	
98	0	33037	28571	35254	
99	0	32940	28576	35360	
100	0	32945	28615	35267	
101	0	32905	28676	35134	
102	0	32903	28652	35234	
103	0	32696	28661	35244	
104	0	32872	28658	35308	
