# OpenSignals Text File Format
# {"00:07:80:3B:46:38": {"sensor": ["XYZ", "XYZ", "XYZ"], "device name": "00:07:80:3B:46:38", "column": ["nSeq", "DI", "x", "y", "z"], "sync interval": 2, "time": "16:15:57.763", "comments": "", "device connection": "BTH00:07:80:3B:46:38", "channels": [1, 2, 3], "date": "2016-6-30", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 100, "label": ["x", "y", "z"], "resolution": [16, 16, 16], "special": [{}, {}, {}]}}
# EndOfHeader
0	0	36466	29723	32764	
1	0	36464	29754	32743	
2	0	36480	29724	32774	
3	0	36466	29743	32736	
4	0	36473	29734	32739	
5	0	36456	29720	32767	
6	0	36464	29722	32742	
7	0	36440	29762	32802	
8	0	36536	29673	32745	
9	0	36432	29868	32775	
10	0	36457	29733	32775	
11	0	36452	29733	32771	
12	0	36464	29717	32775	
13	0	36442	29743	32775	
14	0	36424	29745	32792	
15	0	36396	29767	32788	
16	0	36424	29799	32775	
17	0	36192	30119	32707	
18	0	36652	29724	32716	
19	0	36456	29686	32793	
20	0	36574	30066	32596	
21	0	36368	29639	32760	
22	0	36266	29636	32854	
23	0	36224	29472	32764	
24	0	36539	29511	32646	
25	0	36352	29316	32642	
26	0	36416	29660	32750	
27	0	36552	29405	32804	
28	0	36438	29690	32703	
29	0	36460	29663	32767	
30	0	36432	29678	32748	
31	0	36418	29667	32748	
32	0	36424	29538	32856	
33	0	36554	30119	32740	
34	0	36538	29388	32788	
35	0	36292	29761	32775	
36	0	35954	30012	32895	
37	0	36320	29794	32831	
38	0	36359	29703	32807	
39	0	36376	29767	32730	
40	0	36056	30015	32768	
41	0	36548	29522	32726	
42	0	36398	29519	32770	
43	0	36560	30059	32605	
44	0	36264	28919	32818	
45	0	36744	30064	32694	
46	0	36268	29344	32775	
47	0	35996	29504	32724	
48	0	36260	29632	32816	
49	0	36560	29952	32616	
50	0	36260	29459	32816	
51	0	36328	29688	32701	
52	0	36272	29572	32824	
53	0	36160	29479	32764	
54	0	36504	29824	32688	
55	0	36192	29255	32872	
56	0	36274	29506	32769	
57	0	36128	29310	32815	
58	0	36508	29685	32690	
59	0	36164	29350	32836	
60	0	36359	29623	32762	
61	0	36362	29607	32775	
62	0	36384	29588	32807	
63	0	36136	29609	32893	
64	0	36372	29698	32812	
65	0	36359	29702	32786	
66	0	36350	29664	32793	
67	0	36372	29593	32894	
68	0	36256	29794	32851	
69	0	36390	29654	32873	
70	0	36356	29680	32856	
71	0	36359	29744	32812	
72	0	36512	29496	32856	
73	0	36448	29735	32650	
74	0	36154	29568	32829	
75	0	36412	29575	32775	
76	0	36454	29563	32807	
77	0	36411	29618	32806	
78	0	36340	29634	32834	
79	0	36445	29725	32794	
80	0	36488	29528	32870	
81	0	36272	29688	32858	
82	0	36404	29639	32801	
83	0	36329	29696	32775	
84	0	36768	29187	33130	
85	0	36871	29410	32816	
86	0	36184	29948	32846	
87	0	36268	29588	32961	
88	0	36413	29671	32872	
89	0	36418	29636	32826	
90	0	36404	29641	32862	
91	0	36708	28702	33012	
92	0	36408	29639	32876	
93	0	36194	29862	32878	
94	0	36382	29713	32885	
95	0	36392	29694	32890	
96	0	36226	29613	32823	
97	0	36412	29679	32846	
98	0	36420	29656	32865	
99	0	36400	29663	32858	
100	0	36404	29664	32881	
101	0	36380	29671	32878	
102	0	36373	29679	32898	
103	0	36380	29682	32870	
104	0	36409	29660	32851	
105	0	36429	29620	32856	
106	0	36394	29639	32833	
107	0	36373	29703	32869	
108	0	36404	29586	32865	
109	0	36393	29712	32832	
110	0	36388	29646	32870	
111	0	36404	29668	32826	
112	0	36424	29662	32802	
113	0	36412	29658	32891	
114	0	36420	29656	32852	
115	0	36422	29680	32872	
116	0	36440	29672	32840	
117	0	36390	29690	32858	
118	0	36422	29664	32839	
119	0	36520	29620	32868	
120	0	36308	29792	32873	
121	0	36688	28006	33368	
122	0	37012	30269	32571	
123	0	36704	29207	33076	
124	0	36664	29434	33134	
125	0	36308	29523	32844	
126	0	36216	29950	32767	
127	0	36312	29580	32998	
128	0	36354	29880	32850	
129	0	36308	29756	32868	
130	0	36260	29476	32884	
131	0	36280	29543	32866	
132	0	36484	29597	32902	
133	0	36290	29703	32892	
134	0	36526	29813	32888	
135	0	36201	29364	32954	
136	0	36176	29462	32920	
137	0	36516	29861	32850	
138	0	36372	29668	32890	
139	0	36116	29504	32906	
140	0	36154	29700	32887	
141	0	36468	29509	32871	
142	0	36528	29631	32848	
143	0	36576	29720	32870	
144	0	36412	29605	32883	
145	0	36372	29574	32957	
146	0	36384	29575	32855	
147	0	36057	29164	33124	
148	0	36396	29688	32903	
149	0	36444	29871	32815	
150	0	36436	29538	32899	
151	0	36304	30017	32836	
152	0	36316	29625	32903	
153	0	36352	29644	32914	
154	0	36324	29599	32881	
155	0	36359	29560	32889	
156	0	36328	29575	32875	
157	0	36344	29556	32839	
158	0	36348	29575	32872	
159	0	36354	29598	32872	
160	0	36330	29601	32869	
161	0	36344	29585	32894	
162	0	36364	29583	32864	
163	0	36340	29568	32888	
164	0	36384	29547	32872	
165	0	36359	29548	32903	
166	0	35968	29842	32928	
167	0	36328	29518	32960	
