# OpenSignals Text File Format
# {"00:07:80:3B:46:38": {"sensor": ["XYZ", "XYZ", "XYZ"], "device name": "00:07:80:3B:46:38", "column": ["nSeq", "DI", "x", "y", "z"], "sync interval": 2, "time": "16:17:17.247", "comments": "", "device connection": "BTH00:07:80:3B:46:38", "channels": [1, 2, 3], "date": "2016-6-30", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 100, "label": ["x", "y", "z"], "resolution": [16, 16, 16], "special": [{}, {}, {}]}}
# EndOfHeader
0	0	36220	29450	32854	
1	0	36224	29438	32883	
2	0	36220	29478	32858	
3	0	36188	29447	32899	
4	0	36228	29461	32856	
5	0	36264	29446	32885	
6	0	36244	29330	32856	
7	0	36230	29418	32885	
8	0	36214	29444	32863	
9	0	36226	29458	32903	
10	0	36208	29458	32861	
11	0	36200	29456	32864	
12	0	36216	29452	32861	
13	0	36224	29455	32853	
14	0	36190	29447	32903	
15	0	36204	29374	32837	
16	0	36224	29483	32877	
17	0	36224	29413	32918	
18	0	36216	29530	32868	
19	0	36220	29529	32877	
20	0	36212	29475	32862	
21	0	36308	29454	32816	
22	0	36196	29260	32873	
23	0	36176	29583	32835	
24	0	36338	29372	32814	
25	0	36264	29481	32796	
26	0	36204	29393	32839	
27	0	36226	29429	32826	
28	0	36240	29478	32824	
29	0	36212	29447	32866	
30	0	36202	29455	32825	
31	0	36212	29418	32882	
32	0	36226	29459	32810	
33	0	36248	29447	32816	
34	0	36212	29476	32843	
35	0	36234	29474	32824	
36	0	36226	29454	32850	
37	0	36218	29474	32850	
38	0	36231	29428	32855	
39	0	36234	29458	32852	
40	0	36268	29531	32846	
41	0	36228	29449	32859	
42	0	36216	29497	32887	
43	0	36201	29485	32868	
44	0	36120	29407	32873	
45	0	36220	29481	32868	
46	0	36230	29479	32842	
47	0	36232	29461	32845	
48	0	36242	29468	32871	
49	0	36236	29469	32858	
50	0	36290	29416	32873	
51	0	36212	29501	32914	
52	0	36240	29460	32880	
53	0	36234	29488	32897	
54	0	36226	29476	32900	
55	0	36237	29474	32895	
56	0	36208	29486	32932	
57	0	36236	29482	32898	
58	0	36236	29501	32866	
59	0	36240	29436	32957	
60	0	36260	29476	32864	
