TL, TR, BL, BR, time 
8538.00; 5484.00; 4981.00; 6677.00; 1464022110.07
8538.00; 5484.00; 4981.00; 6677.00; 1464022110.07
8542.00; 5484.00; 4987.00; 6677.00; 1464022110.07
8548.00; 5475.00; 4987.00; 6675.00; 1464022110.07
8548.00; 5475.00; 4987.00; 6675.00; 1464022110.07
8544.00; 5484.00; 4990.00; 6672.00; 1464022110.07
8544.00; 5484.00; 4990.00; 6672.00; 1464022110.07
8542.00; 5481.00; 4987.00; 6671.00; 1464022110.07
8544.00; 5475.00; 4983.00; 6672.00; 1464022110.07
8544.00; 5475.00; 4983.00; 6672.00; 1464022110.07
8542.00; 5477.00; 4989.00; 6682.00; 1464022110.07
8545.00; 5483.00; 4988.00; 6677.00; 1464022110.07
8545.00; 5483.00; 4988.00; 6677.00; 1464022110.07
8542.00; 5481.00; 4984.00; 6671.00; 1464022110.07
8544.00; 5484.00; 4987.00; 6680.00; 1464022110.07
8544.00; 5484.00; 4987.00; 6680.00; 1464022110.07
8545.00; 5481.00; 4985.00; 6675.00; 1464022110.07
8545.00; 5481.00; 4985.00; 6675.00; 1464022110.07
8540.00; 5484.00; 4995.00; 6681.00; 1464022110.07
8546.00; 5480.00; 4993.00; 6684.00; 1464022110.07
8546.00; 5480.00; 4993.00; 6684.00; 1464022110.07
8543.00; 5479.00; 4995.00; 6675.00; 1464022110.07
8539.00; 5483.00; 4990.00; 6674.00; 1464022110.07
8539.00; 5483.00; 4990.00; 6674.00; 1464022110.07
8543.00; 5478.00; 4984.00; 6673.00; 1464022110.07
8543.00; 5478.00; 4984.00; 6673.00; 1464022110.07
8544.00; 5477.00; 4986.00; 6679.00; 1464022110.07
8547.00; 5480.00; 4980.00; 6677.00; 1464022110.07
8547.00; 5480.00; 4980.00; 6677.00; 1464022110.07
8547.00; 5482.00; 4986.00; 6674.00; 1464022110.07
8544.00; 5477.00; 4984.00; 6678.00; 1464022110.07
8544.00; 5477.00; 4984.00; 6678.00; 1464022110.07
8543.00; 5478.00; 4982.00; 6673.00; 1464022110.07
8543.00; 5478.00; 4989.00; 6673.00; 1464022110.07
8543.00; 5482.00; 4989.00; 6677.00; 1464022110.07
8549.00; 5481.00; 4987.00; 6677.00; 1464022110.07
8549.00; 5481.00; 4987.00; 6677.00; 1464022110.07
8544.00; 5486.00; 4991.00; 6676.00; 1464022110.07
8545.00; 5477.00; 4986.00; 6680.00; 1464022110.07
8545.00; 5477.00; 4986.00; 6680.00; 1464022110.07
8546.00; 5488.00; 4983.00; 6675.00; 1464022110.07
8543.00; 5483.00; 4988.00; 6674.00; 1464022110.07
8543.00; 5483.00; 4988.00; 6674.00; 1464022110.07
8545.00; 5486.00; 4990.00; 6678.00; 1464022110.07
8545.00; 5486.00; 4990.00; 6678.00; 1464022110.07
8551.00; 5484.00; 4988.00; 6677.00; 1464022110.07
8541.00; 5482.00; 4983.00; 6682.00; 1464022110.07
8541.00; 5482.00; 4983.00; 6682.00; 1464022110.07
8544.00; 5479.00; 4985.00; 6680.00; 1464022110.07
8542.00; 5479.00; 4983.00; 6676.00; 1464022110.07
8542.00; 5479.00; 4983.00; 6676.00; 1464022110.07
8538.00; 5481.00; 4981.00; 6678.00; 1464022110.07
8538.00; 5481.00; 4981.00; 6678.00; 1464022110.07
8541.00; 5477.00; 4983.00; 6679.00; 1464022110.07
8542.00; 5482.00; 4983.00; 6679.00; 1464022110.07
8542.00; 5482.00; 4983.00; 6679.00; 1464022110.07
8544.00; 5479.00; 4980.00; 6666.00; 1464022110.07
8544.00; 5478.00; 4981.00; 6676.00; 1464022110.07
8544.00; 5478.00; 4981.00; 6676.00; 1464022110.07
8544.00; 5484.00; 4987.00; 6674.00; 1464022110.07
8546.00; 5485.00; 4984.00; 6675.00; 1464022110.07
8546.00; 5485.00; 4984.00; 6675.00; 1464022110.07
8546.00; 5481.00; 4990.00; 6676.00; 1464022110.07
