# OpenSignals Text File Format
# {"00:07:80:3B:46:38": {"sensor": ["EMG", "EMG", "EMG", "EMG", "XYZ", "XYZ", "XYZ"], "device name": "00:07:80:3B:46:38", "column": ["nSeq", "DI", "FL", "BL", "FR", "BR", "Z", "Y", "X"], "sync interval": 2, "time": "13:57:16.652", "comments": "", "device connection": "BTH00:07:80:3B:46:38", "channels": [1, 2, 3, 4, 6, 7, 8], "date": "2016-6-24", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 100, "label": ["FL", "BL", "FR", "BR", "Z", "Y", "X"], "resolution": [16, 16, 16, 16, 16, 16, 16], "special": [{}, {}, {}, {}, {}, {}, {}]}}
# EndOfHeader
0	0	32786	32765	32539	32771	37575	33408	33656	
1	0	32763	32756	32742	32635	37532	33415	33662	
2	0	32738	32415	32662	32769	37559	33410	33671	
3	0	32818	34102	32718	32760	37525	33407	33671	
4	0	32775	32813	32773	32611	37539	33383	33698	
5	0	32716	33681	32724	32539	37548	33399	33663	
6	0	32815	30575	32623	32641	37537	33394	33661	
7	0	32773	33758	32740	32478	37528	33378	33687	
8	0	32741	32391	32672	32571	37549	33394	33671	
9	0	32775	32391	32605	33119	37549	33396	33693	
10	0	32738	32678	32775	32709	37552	33413	33712	
11	0	32802	32413	32632	31526	37541	33396	33693	
12	0	32710	35061	32738	33625	37567	33415	33669	
13	0	32789	33543	32709	35126	37555	33409	33659	
14	0	32761	33010	32743	32529	37539	33426	33675	
15	0	32848	33544	32736	32461	37563	33415	33671	
16	0	32796	32215	32548	32633	37577	33419	33653	
17	0	32775	32646	32710	32539	37579	33399	33707	
18	0	32734	32609	32626	32443	37590	33408	33701	
19	0	32794	33266	32609	32452	37553	33425	33711	
20	0	32743	32518	32482	33974	37567	33426	33697	
21	0	32760	32544	32671	32808	37552	33426	33678	
22	0	32727	32412	32538	33488	37554	33431	33671	
23	0	32751	32708	32674	32263	37567	33440	33671	
24	0	32730	32441	32615	32184	37568	33415	33674	
25	0	32756	32407	32716	32237	37559	33431	33678	
26	0	32690	33531	32707	30889	37543	33415	33679	
27	0	32748	33374	32576	35271	37577	33456	33671	
28	0	32752	32505	32544	32731	37524	33456	33671	
29	0	32740	33186	32743	34909	37543	33466	33652	
30	0	32743	32358	32731	32593	37549	33467	33654	
31	0	32710	32580	32581	32886	37550	33427	33680	
32	0	32742	32731	32554	32595	37581	33462	33663	
33	0	32754	32387	32501	33031	37567	33443	33670	
34	0	32764	32683	32698	32947	37568	33420	33658	
35	0	32782	33449	32775	31128	37511	33415	33671	
36	0	32767	33350	32715	32125	37543	33439	33663	
37	0	32757	32429	32720	32419	37543	33463	33641	
38	0	32687	32752	32704	32794	37543	33424	33639	
39	0	32751	32165	32715	33050	37552	33424	33650	
40	0	32802	33275	32687	32730	37517	33403	33655	
41	0	32800	32199	32720	32147	37549	33418	33648	
42	0	32734	33071	32728	32899	37573	33445	33639	
43	0	32742	32816	32687	31650	37535	33436	33647	
44	0	32782	32332	32687	32397	37591	33458	33665	
45	0	32730	32591	32608	31913	37543	33451	33639	
46	0	32772	32796	32647	33070	37541	33467	33645	
47	0	32825	32727	32487	32716	37556	33451	33645	
48	0	32872	31760	32685	32867	37558	33439	33635	
49	0	32786	31804	32678	32638	37529	33415	33650	
50	0	32522	32676	32803	33022	37537	33447	33651	
51	0	32705	32323	32662	32709	37511	33434	33661	
52	0	32903	33728	32637	33124	37538	33437	33667	
53	0	32850	32263	32564	32295	37494	33453	33645	
54	0	32814	32211	32504	32583	37520	33464	33633	
55	0	32747	32806	32698	33287	37522	33462	33654	
56	0	32822	32646	32632	32360	37532	33464	33632	
57	0	32722	33250	32522	32374	37523	33461	33671	
58	0	32772	32775	32517	32518	37567	33456	33681	
59	0	32733	32825	32687	34107	37549	33466	33671	
60	0	32775	32873	32658	32987	37533	33479	33694	
61	0	32780	31608	32659	32818	37597	33511	33709	
62	0	32775	33063	32581	32503	37554	33503	33702	
63	0	32754	32535	32612	32586	37607	33494	33728	
64	0	32800	32676	32611	33177	37573	33456	33716	
65	0	32773	32326	32752	32039	37585	33445	33697	
66	0	32769	32131	32496	32178	37583	33452	33671	
67	0	32738	32237	32583	32705	37539	33449	33671	
68	0	32730	32724	32670	33287	37547	33447	33654	
69	0	32796	35148	32775	35981	37563	33447	33677	
70	0	32748	32578	32605	31533	37556	33452	33655	
71	0	32739	32659	32571	33095	37561	33455	33654	
72	0	32816	33824	32672	32664	37551	33467	33649	
73	0	32740	33735	32680	34631	37516	33460	33643	
74	0	32752	33630	32746	33159	37506	33466	33659	
75	0	32773	33261	32450	33338	37537	33458	33637	
76	0	32750	32877	32640	32888	37526	33450	33678	
77	0	32795	32638	32722	32624	37531	33478	33669	
78	0	32676	33127	32615	32296	37543	33491	33670	
79	0	32786	32580	32565	33129	37587	33486	33655	
80	0	32742	31590	32562	33715	37573	33479	33650	
81	0	32712	32707	32622	32848	37549	33478	33635	
82	0	32768	32007	32676	34373	37549	33465	33660	
83	0	32792	32250	32658	32562	37553	33454	33645	
84	0	32717	34838	32742	32918	37542	33454	33661	
85	0	32812	32285	32673	34187	37575	33466	33658	
86	0	32784	32647	32628	32631	37549	33464	33671	
87	0	32812	33254	32668	33056	37523	33485	33671	
88	0	32708	33260	32591	31967	37556	33477	33659	
89	0	32775	31458	32591	32860	37542	33479	33654	
90	0	32754	32513	32681	33326	37538	33479	33654	
91	0	32812	32838	32755	32075	37542	33463	33671	
92	0	32732	32159	32501	32659	37503	33458	33682	
93	0	32791	35039	32688	32450	37588	33467	33671	
94	0	32792	32536	32522	33920	37529	33450	33659	
95	0	32764	32706	32662	33307	37537	33463	33668	
96	0	32740	32258	32622	32506	37569	33451	33671	
97	0	32767	32978	32675	32830	37563	33470	33662	
98	0	32843	32937	32539	32865	37568	33479	33639	
99	0	32769	32571	32595	32324	37543	33477	33659	
100	0	32769	32245	32621	32865	37549	33470	33687	
101	0	32771	32977	32751	32796	37551	33475	33668	
102	0	32759	32967	32655	31997	37511	33471	33664	
103	0	32824	33115	32631	32834	37537	33479	33654	
104	0	32746	32837	32572	33591	37523	33479	33660	
105	0	32710	34578	32562	33516	37543	33486	33646	
106	0	32733	32689	32681	32760	37535	33471	33669	
107	0	32748	32583	32679	32566	37545	33475	33656	
108	0	32775	32667	32687	33298	37565	33478	33671	
109	0	32723	33000	32684	32771	37575	33482	33691	
110	0	32773	31852	32534	32736	37558	33511	33671	
111	0	32775	32873	32667	32901	37511	33505	33662	
112	0	32760	32226	32624	32543	37552	33488	33663	
113	0	32806	32583	32519	32719	37533	33486	33640	
114	0	32668	32939	32681	32885	37505	33459	33656	
115	0	32839	32967	32534	32477	37511	33460	33663	
116	0	32799	32684	32563	32775	37522	33479	33654	
117	0	32679	32745	32754	32723	37547	33478	33671	
118	0	32688	32744	32664	32798	37527	33486	33666	
119	0	33058	32833	32609	33078	37547	33506	33654	
120	0	32502	32339	32613	32707	37581	33507	33665	
121	0	32987	32760	32726	32839	37592	33517	33671	
122	0	32754	32756	32816	32619	37613	33516	33687	
123	0	32718	33406	32499	33124	37593	33513	33701	
124	0	32664	37503	32846	32327	37618	33521	33685	
125	0	32547	32420	32655	32732	37675	33534	33677	
126	0	32799	32285	32883	32655	37627	33555	33664	
127	0	33374	33364	32704	32808	37618	33532	33671	
128	0	32763	32691	32691	32660	37559	33538	33681	
129	0	32615	32775	32839	32822	37535	33517	33678	
130	0	33338	32753	32502	32933	37496	33515	33666	
131	0	32992	32523	32519	32694	37485	33488	33641	
132	0	32690	32835	32406	32687	37490	33474	33614	
133	0	32528	32964	32941	32839	37451	33459	33619	
134	0	33060	32000	32411	32211	37440	33498	33615	
135	0	32647	33735	32723	33035	37607	33504	33668	
136	0	32626	32331	32724	32538	37495	33606	33710	
137	0	32822	32644	32508	33191	37537	33671	33734	
138	0	32890	32751	32646	32862	37590	33589	33682	
139	0	32912	32670	32742	32723	37558	33572	33627	
140	0	31872	32838	32170	32749	37590	33534	33651	
141	0	32982	32674	33347	32880	37541	33515	33630	
142	0	32296	32554	32481	32798	37493	33501	33613	
143	0	32441	32708	32279	32717	37488	33511	33616	
144	0	32668	32826	33057	32908	37464	33490	33644	
145	0	32900	33730	32690	32844	37511	33470	33611	
146	0	32745	32945	32679	32679	37459	33473	33631	
147	0	32858	31069	32629	31819	37464	33486	33641	
148	0	32686	32578	32556	32688	37556	33504	33651	
149	0	32976	32461	32789	32439	37467	33569	33665	
150	0	33225	31354	32672	32803	37507	33586	33671	
151	0	32800	32627	32595	32791	37511	33607	33678	
152	0	32652	32439	32678	32791	37511	33627	33714	
153	0	32698	32647	32696	32718	37597	33599	33735	
154	0	32769	32747	32721	32794	37558	33583	33659	
155	0	32381	32492	32128	33266	37525	33629	33629	
156	0	32954	32642	32493	32112	37529	33637	33658	
157	0	32662	32970	32601	31943	37526	33641	33618	
158	0	32932	34678	32607	34311	37555	33614	33641	
159	0	32775	32443	32687	32610	37504	33583	33647	
160	0	32560	32607	32583	32620	37556	33616	33654	
161	0	32402	32638	32615	32775	37508	33607	33690	
162	0	32882	32476	32711	32707	37529	33620	33685	
163	0	32642	31529	32732	32950	37519	33624	33671	
164	0	32760	30969	32520	31933	37509	33615	33641	
165	0	32547	32872	32698	32031	37541	33612	33625	
166	0	32460	34486	32681	33170	37559	33631	33654	
167	0	33022	36494	32761	31286	37597	33607	33690	
168	0	32922	32426	32765	33281	37599	33597	33665	
169	0	32580	32457	32964	32206	37583	33639	33633	
170	0	33148	32559	32092	32758	37511	33641	33638	
171	0	33238	34081	32449	32351	37543	33651	33639	
172	0	32746	31811	33159	33522	37541	33645	33679	
173	0	32978	34616	32629	30691	37520	33641	33654	
174	0	32782	31338	32609	32839	37451	33580	33626	
175	0	32813	33448	32519	33311	37400	33559	33659	
176	0	32814	32500	32686	33201	37419	33544	33683	
177	0	32716	32883	32662	32979	37481	33563	33694	
178	0	32677	33007	32407	32864	37483	33571	33710	
179	0	32636	32515	32411	32105	37493	33595	33695	
180	0	32983	29319	32538	29816	37464	33619	33670	
181	0	32522	32062	32638	31468	37468	33607	33671	
182	0	32610	32235	32522	33850	37549	33639	33690	
183	0	32544	31154	32579	33126	37494	33667	33701	
184	0	32824	31495	32898	33491	37549	33666	33740	
185	0	33300	34738	32630	32375	37543	33682	33754	
186	0	32615	31588	32519	32740	37566	33706	33718	
187	0	32975	32553	32802	32822	37520	33718	33725	
188	0	32634	31276	32565	32877	37520	33751	33743	
189	0	33026	34129	32840	31713	37483	33738	33721	
190	0	32803	31610	32747	32753	37527	33735	33680	
191	0	32775	32208	32434	32298	37524	33701	33633	
192	0	32846	32015	32784	33420	37503	33671	33656	
193	0	32902	32962	32518	32441	37503	33695	33671	
194	0	32628	32295	32533	30760	37536	33680	33688	
195	0	32601	36300	32786	32327	37528	33687	33651	
196	0	32850	31824	32703	32986	37532	33680	33638	
197	0	32818	32359	32615	32548	37495	33699	33651	
198	0	32586	33240	32525	32595	37475	33647	33647	
199	0	32854	34806	32706	34087	37491	33629	33621	
200	0	32738	32385	32451	32932	37506	33625	33625	
201	0	32775	33189	32536	33159	37469	33622	33622	
202	0	32834	31581	32742	32567	37508	33619	33631	
203	0	32714	32304	32519	32791	37502	33632	33645	
204	0	32833	33894	32767	33131	37452	33637	33641	
205	0	32816	35455	32660	32659	37480	33629	33667	
206	0	32730	32228	32595	32848	37447	33644	33667	
207	0	32775	32446	32640	32610	37465	33661	33669	
208	0	32836	32526	32583	32615	37431	33639	33645	
209	0	32724	32809	32709	32839	37443	33625	33637	
210	0	32463	32825	32894	33052	37467	33651	33625	
211	0	32738	32534	32750	32815	37487	33671	33598	
212	0	32930	31820	32530	32499	37451	33667	33597	
213	0	32775	32918	32723	32090	37415	33671	33598	
214	0	32790	32578	32667	32801	37407	33657	33607	
215	0	32740	32489	32647	33078	37374	33654	33579	
216	0	32730	32182	32583	32475	37399	33658	33591	
217	0	32756	32524	32605	32464	37396	33648	33592	
218	0	32768	32479	32633	32572	37400	33654	33631	
219	0	32784	33588	32753	32576	37438	33654	33639	
220	0	32767	32747	32610	32903	37423	33654	33671	
221	0	32702	32679	32590	32848	37467	33652	33717	
222	0	32860	32719	32671	32736	37502	33709	33751	
223	0	32720	32748	32494	32812	37541	33727	33781	
224	0	32722	32754	32566	32575	37562	33727	33787	
225	0	32749	32695	32699	32790	37581	33723	33810	
226	0	32775	32338	32671	32647	37587	33731	33798	
227	0	32686	32864	32687	33063	37581	33758	33757	
228	0	32713	32887	32619	32849	37498	33744	33735	
229	0	32748	32800	32699	32705	37511	33767	33718	
230	0	32749	32667	32751	32731	37506	33725	33709	
231	0	32808	31439	32605	32889	37523	33695	33712	
232	0	32665	32940	32646	32923	37554	33730	33712	
233	0	32926	32941	32775	32689	37567	33774	33743	
234	0	32624	32711	32694	32772	37586	33799	33798	
235	0	32786	32889	32691	32775	37556	33811	33789	
236	0	32768	32546	32681	32762	37532	33830	33760	
237	0	32764	32559	32770	32593	37498	33849	33754	
238	0	32707	32767	32694	32647	37487	33844	33746	
239	0	32676	32673	32482	32698	37490	33829	33725	
240	0	32752	32858	32736	32518	37483	33832	33698	
241	0	32775	32672	32663	32946	37447	33790	33712	
242	0	32775	32612	32749	32671	37463	33764	33755	
243	0	32775	32830	32653	32555	37463	33783	33760	
244	0	32683	32630	32647	32809	37458	33819	33795	
245	0	32741	32950	32714	32728	37511	33821	33796	
246	0	32758	32663	32699	32694	37489	33850	33790	
247	0	32775	32716	32679	32775	37485	33871	33779	
248	0	32763	32846	32767	32504	37525	33835	33781	
249	0	32729	32540	32634	32925	37491	33819	33792	
250	0	32829	32788	32615	32600	37481	33857	33799	
251	0	32748	32772	32703	32908	37451	33855	33783	
252	0	32760	32674	32541	32595	37502	33828	33770	
253	0	32788	32386	32764	32731	37428	33817	33768	
254	0	32802	32129	32652	32867	37491	33813	33783	
255	0	32876	32515	32657	32667	37521	33825	33791	
256	0	32764	32703	32647	32839	37482	33837	33799	
257	0	32760	32347	32470	32662	37474	33842	33766	
258	0	32699	32896	32683	32933	37473	33851	33784	
259	0	32794	32514	32664	32467	37474	33884	33769	
260	0	32770	32837	32681	32851	37463	33863	33757	
261	0	32811	32151	32588	32423	37485	33881	33721	
262	0	32548	32195	32611	32263	37447	33863	33735	
263	0	32820	33245	32609	32762	37485	33856	33728	
264	0	32840	32319	32635	32531	37474	33862	33719	
265	0	32668	31181	32631	33083	37498	33875	33730	
266	0	32846	32539	32791	31864	37468	33867	33741	
267	0	32792	32163	32763	33213	37479	33890	33763	
