TL, TR, BL, BR, TotalWeight, time 
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.21
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.22
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.22
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.22
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.22
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.22
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.23
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.24
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.25
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.26
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.27
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.29
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.29
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.30
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.31
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.32
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.33
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.35
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.35
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.37
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.37
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.39
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.39
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.41
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.41
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.43
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.43
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.45
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.45
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.47
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.47
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.49
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.49
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.51
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.51
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.53
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.53
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.55
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.55
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.57
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.57
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.59
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.59
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.61
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.61
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.63
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.63
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.65
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.65
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.67
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.67
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.69
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.69
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.71
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.71
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.73
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.73
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.75
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.75
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.77
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.78
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.79
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.80
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.81
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.82
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.83
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.84
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.85
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.86
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.87
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.88
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.89
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.90
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.91
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.92
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.94
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.94
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.96
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.96
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.98
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118659.98
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.00
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.00
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.02
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.02
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.04
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.04
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.06
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.06
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.08
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.08
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.10
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.10
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.12
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.12
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.14
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.14
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.16
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.16
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.18
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.18
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.20
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.20
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.22
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.22
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.24
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.24
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.26
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.26
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.28
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.28
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.30
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.30
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.32
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.32
  0.00;   0.00;   0.00;   0.00;   0.00; 1467118660.34
